STRUCTURE_NUMBER_008,LOCATION_009,MAT_GROUP,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,F_deck,F_super,F_sub,D_decay_index,p_advdet,Risk_advdet,"coordinates (lat, lon)",Risk_Level,Street_View_URL,Risk_Explanation
1.8057E+14,'3.20 MI NW OF LP 12',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.879447, -96.947592",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.879447,-96.947592",
1.8057E+14,'0.80 MI NW OF LP 12',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.852950, -96.923614",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.852950,-96.923614",
1.8057E+14,'0.80 MI NW OF LP 12',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.852794, -96.923986",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.852794,-96.923986",
1.8057E+14,'0.20 MI NW OF LP 12',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.848969, -96.914214",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.848969,-96.914214",
1.8057E+14,'SH114/ LP12 INTERCHANGE',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.845261, -96.912247",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.845261,-96.912247",
1.8057E+14,'0.05 MI SE OF LP 12',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.845119, -96.911567",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.845119,-96.911567",
1.8057E+14,'0.30 MI NW OF LP 12',Concrete – prestressed,6.0,8.0,7.0,0.15,0.03,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.850033, -96.916383",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.850033,-96.916383",
1.8057E+14,'.60 MI SE of LP 12',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.838603, -96.904772",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.838603,-96.904772",
1.8057E+14,'0.85 MI SW OF DENTON C/L',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.980633, -97.020642",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.980633,-97.020642",
1.8057E+14,'0.25 MI SW OF DENTON C/L',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.987169, -97.013936",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.987169,-97.013936",
1.8057E+14,'1.5 MI NE OF IH 635',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.973164, -97.028119",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.973164,-97.028119",
1.8057E+14,'3.5 MI NE of IH 635',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.980414, -97.020389",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.980414,-97.020389",
1.8057E+14,'0.4 Mi N of IH 20',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.647639, -96.823072",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.647639,-96.823072",
1.8057E+14,'2.8 Mi N of IH 20',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.682714, -96.823500",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.682714,-96.823500",
1.8057E+14,'0.6 MIS OF IH 20',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.633267, -96.823114",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.633267,-96.823114",
1.8057E+14,'0.6 Mi S OF IH 20',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.633233, -96.823114",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.633233,-96.823114",
1.8057E+14,'1.6 MI S OF IH 20',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.618369, -96.822950",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.618369,-96.822950",
1.8057E+14,'1.6 MI S OF IH 20',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.618792, -96.823194",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.618792,-96.823194",
1.8057E+14,'3.6 MI S OF IH 20',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.589925, -96.822553",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.589925,-96.822553",
1.8057E+14,'3.6 MI S Of IH 20',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.589447, -96.822014",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.589447,-96.822014",
1.8057E+14,'3.6 MI S OF IH 20',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.590325, -96.822839",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.590325,-96.822839",
1.8057E+14,'4.6 MI S OF IH 20',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.575267, -96.822536",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.575267,-96.822536",
1.8057E+14,'4.6 MI S OF IH 20',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.575261, -96.822314",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.575261,-96.822314",
1.8057E+14,'IH 35E @ RIVERFRONT BLVD',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.764697, -96.804528",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.764697,-96.804528",
1.8057E+14,'IH 35E @ COLORADO BLVD',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.758428, -96.809142",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.758428,-96.809142",
1.8057E+14,'0.86 MI S OF SPUR 366',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.766239, -96.804244",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.766239,-96.804244",
1.8057E+14,'IH 35E @ COLORADO BLVD',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.758383, -96.809872",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.758383,-96.809872",
1.8057E+14,'0.2 MI NW OF Ferguson St',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.820283, -96.691828",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.820283,-96.691828",
1.8057E+14,'2.3 Mi S of IH 30',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.769383, -96.682628",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.769383,-96.682628",
1.8057E+14,'0.60 Mi S of IH 30',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.757981, -96.918653",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.757981,-96.918653",
1.8057E+14,'1.1 Mi N of W Davis St',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.764394, -96.915294",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.764394,-96.915294",
1.8057E+14,'1.45 Mi N of SH 114',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.864544, -96.900100",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.864544,-96.900100",
1.8057E+14,'1.20 Mi SE of SP 303',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.691681, -96.891581",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.691681,-96.891581",
1.8057E+14,'1.45 Mi N of SH 114',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.864608, -96.900208",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.864608,-96.900208",
1.8057E+14,'0.70 MI S  OF IH 20',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.662181, -96.982592",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.662181,-96.982592",
1.8057E+14,'1.40 MI N  OF IH 20',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.692422, -96.985306",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.692422,-96.985306",
1.8057E+14,'2.55 MI S OF IH 20',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.636450, -96.972189",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.636450,-96.972189",
1.8057E+14,'2.55 MI S  OF IH 20',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.636917, -96.972661",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.636917,-96.972661",
1.8057E+14,'0.3 MI E OF LOOP 12',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.765389, -96.910158",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.765389,-96.910158",
1.8057E+14,'2.5 MI W OF LOOP 12',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.762375, -96.957306",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.762375,-96.957306",
1.8057E+14,'1.3 MI W OF LOOP 12',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.764328, -96.936264",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.764328,-96.936264",
1.8057E+14,'2.5 MI W OF LOOP 12',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.761736, -96.956522",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.761736,-96.956522",
1.8057E+14,'2.0 MI W OF BELT LINE RD',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.759264, -97.028331",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.759264,-97.028331",
1.8057E+14,'0.35 MI W OF HAMPTON RD',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.767000, -96.862486",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.767000,-96.862486",
1.8057E+14,'1.5 MI W OF IH 35E',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.767286, -96.835750",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.767286,-96.835750",
1.8057E+14,'1.5 MI W OF IH 35E',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.767547, -96.835197",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.767547,-96.835197",
1.8057E+14,'AT SH 161 & IH 30 INT',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.759064, -97.029136",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.759064,-97.029136",
1.8057E+14,'IH 30 & SH 161 I/C',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.758786, -97.030053",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.758786,-97.030053",
1.8057E+14,'AT SH 161 & IH 30 INT',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.760053, -97.031461",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.760053,-97.031461",
1.8057E+14,'AT SH 161 & IH 30 INT',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.760047, -97.029172",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.760047,-97.029172",
1.8057E+14,'At IH 30 and SH 161 I/C',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.759089, -97.032297",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.759089,-97.032297",
1.8057E+14,'0.3 MI S COMMERCE ST',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.770725, -96.817953",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.770725,-96.817953",
1.8057E+14,'0.4 MI S COMMERCE ST',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.771078, -96.811833",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.771078,-96.811833",
1.8057E+14,'0.4 MI S COMMERCE ST',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.770522, -96.814878",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.770522,-96.814878",
1.8057E+14,'0.4 MI S COMMERCE ST',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.768736, -96.804969",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.768736,-96.804969",
1.8057E+14,'0.1 MI NW OF HOUSTON ST',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.771783, -96.810111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.771783,-96.810111",
1.8057E+14,'1.15 MI E of PGBT',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.759861, -96.974236",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.759861,-96.974236",
1.8057E+14,'0.3 MI W OF US 75',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.924717, -96.769489",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.924717,-96.769489",
1.8057E+14,'2.16 MI E OF MARSH LN',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.927506, -96.821142",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.927506,-96.821142",
1.8057E+14,'2.21 MI E OF MARSH LN',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.927494, -96.820322",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.927494,-96.820322",
1.8057E+14,'2.24 MI E OF MARSH LN',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.924581, -96.819431",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.924581,-96.819431",
1.8057E+14,'HIGH FIVE INTERCHANGE',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.923392, -96.764317",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.923392,-96.764317",
1.8057E+14,'HIGH FIVE INTERCHANGE',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.925000, -96.763186",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.925000,-96.763186",
1.8057E+14,'0.85 MI E OF US 75',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.921308, -96.750119",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.921308,-96.750119",
1.8057E+14,'0.8 MI E OF US 75',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.920303, -96.750908",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.920303,-96.750908",
1.8057E+14,'HIGH FIVE INTERCHANGE',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.932811, -96.754789",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.932811,-96.754789",
1.8057E+14,'HIGH FIVE INTERCHANGE',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.932536, -96.755422",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.932536,-96.755422",
1.8057E+14,'1 Mi W of US 75 Int.',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.923731, -96.780967",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.923731,-96.780967",
1.8057E+14,'1 Mi W of US75 Intersect.',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.924767, -96.781764",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.924767,-96.781764",
1.8057E+14,'0.5 MI E OF DALLAS N TOLL',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.925931, -96.811311",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.925931,-96.811311",
1.8057E+14,'0.37 Mi E of Denton Dr',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.909867, -96.885686",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.909867,-96.885686",
1.8057E+14,'0.20 MI N of Harry Hines',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.916800, -96.897536",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.916800,-96.897536",
1.8057E+14,'Valley View Lane @ IH 35E',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.922908, -96.899706",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.922908,-96.899706",
1.8057E+14,'1.5 Mi E of  IH-35E',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.913331, -96.873286",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.913331,-96.873286",
1.8057E+14,'IH 635 @ Josey Ln',Concrete – prestressed,6.0,8.0,7.0,0.15,0.03,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.908708, -96.892778",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.908708,-96.892778",
1.8057E+14,'1MI E of IH-35E',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.910778, -96.881803",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.910778,-96.881803",
1.8057E+14,'IH 635 @ Josey Lane',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.911283, -96.881772",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.911283,-96.881772",
1.8057E+14,'1.8 MI W OF US 75',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.924550, -96.786242",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.924550,-96.786242",
1.8057E+14,'1.3 MI W OF US 75',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.924967, -96.786314",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.924967,-96.786314",
1.8057E+14,'1.2 Mi W of US75',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.924086, -96.782156",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.924086,-96.782156",
1.8057E+14,'.5 MI E of IH-35E',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.908594, -96.892189",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.908594,-96.892189",
1.8057E+14,'0.5 MI E of IH-35 E',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.908933, -96.892281",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.908933,-96.892281",
1.8057E+14,'0.15 Mi W of Josey Ln',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.909606, -96.890089",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.909606,-96.890089",
1.8057E+14,'1.17 Mi E of Luna Rd',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.907733, -96.900814",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.907733,-96.900814",
1.8057E+14,'1.3 MI W of DNT',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.924350, -96.841344",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.924350,-96.841344",
1.8057E+14,'0.5 MI E of Preston Rd',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.924747, -96.796425",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.924747,-96.796425",
1.8057E+14,'.5 MI W of Preston Rd',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.925203, -96.796425",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.925203,-96.796425",
1.8057E+14,'.3 MI W of Hillcrest Rd.',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.924714, -96.791053",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.924714,-96.791053",
1.8057E+14,'0.03 Mi SW of Marsh Ln',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.917761, -96.856425",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.917761,-96.856425",
1.8057E+14,'0.7 MI N OF US 175',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.700114, -96.624481",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.700114,-96.624481",
1.8057E+14,'0.7 MI N OF US 175',Concrete – prestressed,6.0,8.0,7.0,0.15,0.03,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.699750, -96.624683",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.699750,-96.624683",
1.8057E+14,'4.4 MILES EAST OF SH 342',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.656686, -96.744253",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.656686,-96.744253",
1.8057E+14,'2.4 MILES EAST OF SH 342',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.656283, -96.741844",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.656283,-96.741844",
1.8057E+14,'2.4 MILES EAST OF SH 342',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.657136, -96.741831",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.657136,-96.741831",
1.8057E+14,'5.0 MILES EAST OF SH 342',Concrete – prestressed,7.0,7.0,7.0,0.07,0.07,0.07,7.000000000000001,0.1493067131385649,0.1493067131385649,"32.657483, -96.739961",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.657483,-96.739961",
