STRUCTURE_NUMBER_008,LOCATION_009,lat,lon,"coordinates (lat, lon)",YEAR_BUILT_027,bridge_hurricane_category,damage_level,max_sustained_wind_kt_nearby,max_sustained_wind_mph_nearby,V_des_hurr,V_scour_hurr,V_age_hurr,Risk_hurricane,Risk_Level,Risk_Explanation,Street_View_URL
180570V00243001,'0.6 MI E OF DENTON TAP RD',32.97861666666667,-96.98448055555556,"32.978617, -96.984481",1983,0,No Risk,25.0,28.7695,1.0,1.2,1.2,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.978617,-96.984481"
180570V00243002,'1.1 MI E OF DENTON TAP RD',32.97676111111112,-96.97574444444444,"32.976761, -96.975744",1983,0,No Risk,25.0,28.7695,1.0,0.4,1.2,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.976761,-96.975744"
180570V00243003,'1.82 MI E OF DENTON TAP',32.97485833333334,-96.96363055555555,"32.974858, -96.963631",1985,0,No Risk,25.0,28.7695,1.0,0.4,1.1428571428571428,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.974858,-96.963631"
180570V00243004,'0.1 MI W OF DENTON TAP RD',32.977355555555555,-96.99678333333334,"32.977356, -96.996783",1990,0,No Risk,25.0,28.7695,2.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.977356,-96.996783"
180570V00253001,'0.65 MI N OF BETHEL ROAD',32.962722222222226,-97.02666944444444,"32.962722, -97.026669",1986,0,No Risk,25.0,28.7695,1.0,0.4,1.1142857142857143,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.962722,-97.026669"
180570V00106001,'0.01 MI E OF HEARTZ RD',32.974833333333336,-96.98874166666668,"32.974833, -96.988742",1995,0,No Risk,25.0,28.7695,1.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.974833,-96.988742"
180570V00312001,'0.2MI E OF MACRATHUR BLVD',32.975072222222224,-96.95749722222224,"32.975072, -96.957497",1986,0,No Risk,25.0,28.7695,1.0,0.4,1.1142857142857143,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.975072,-96.957497"
180610008113112,'2.69 MI N OF FM 1171',33.10044722222222,-97.22415833333334,"33.100447, -97.224158",1969,0,No Risk,25.0,28.7695,2.0,0.4,1.6,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.100447,-97.224158"
180610008113113,'AT FM 407',33.10010277777778,-97.22447222222222,"33.100103, -97.224472",1969,0,No Risk,25.0,28.7695,1.0,0.4,1.6,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.100103,-97.224472"
180610008113114,'1.50 MI S OF FM 407',33.079752777777784,-97.23558055555556,"33.079753, -97.235581",1969,0,No Risk,25.0,28.7695,1.3333333333333333,0.4,1.6,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.079753,-97.235581"
180610008113115,'2.69 MI S OF FM 407',33.064725,-97.24249722222224,"33.064725, -97.242497",1969,0,No Risk,25.0,28.7695,2.0,0.4,1.6,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.064725,-97.242497"
180610008113116,'1.00 MI S OF FM 1171',33.052375,-97.25107777777778,"33.052375, -97.251078",1969,0,No Risk,25.0,28.7695,1.3333333333333333,0.4,1.6,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.052375,-97.251078"
180610008113117,'1.00 MI S OF FM 1171',33.05218333333333,-97.25095277777778,"33.052183, -97.250953",1969,0,No Risk,25.0,28.7695,1.3333333333333333,0.4,1.6,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.052183,-97.250953"
180610008113118,'1.20 MI S OF FM 1171',33.050127777777774,-97.25292222222222,"33.050128, -97.252922",1969,0,No Risk,25.0,28.7695,1.3333333333333333,0.4,1.6,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.050128,-97.252922"
180610008113102,'1.50 MI S  OF FM 2449',33.15347222222222,-97.19174166666669,"33.153472, -97.191742",1969,0,No Risk,25.0,28.7695,2.0,0.4,1.6,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.153472,-97.191742"
180610008113103,'2.75 MI S  OF FM 2449',33.139072222222225,-97.20168611111112,"33.139072, -97.201686",1969,0,No Risk,25.0,28.7695,1.0,0.4,1.6,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.139072,-97.201686"
180610008113104,'3.10 MI S  OF FM 2449',33.133627777777775,-97.20543888888888,"33.133628, -97.205439",1969,0,No Risk,25.0,28.7695,1.0,0.4,1.6,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.133628,-97.205439"
180610008104044,'2.05 MI S OF IH 35E',33.170088888888884,-97.150225,"33.170089, -97.150225",1942,0,No Risk,25.0,28.7695,1.0,0.4,2.3714285714285714,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.170089,-97.150225"
180610008113106,'3.20 MI S  OF FM 2449',33.13099722222222,-97.20713055555557,"33.130997, -97.207131",1969,0,No Risk,25.0,28.7695,2.0,0.4,1.6,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.130997,-97.207131"
180610008113107,'1.20 MI N OF FM 407',33.11825,-97.214125,"33.118250, -97.214125",1969,0,No Risk,25.0,28.7695,2.0,0.4,1.6,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.118250,-97.214125"
180610008113108,'0.80 MI N  OF FM 407',33.11292777777778,-97.21758055555556,"33.112928, -97.217581",1969,0,No Risk,25.0,28.7695,1.0,0.4,1.6,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.112928,-97.217581"
180610008113109,'0.70 MI N  OF FM 407',33.11004166666667,-97.219125,"33.110042, -97.219125",1969,0,No Risk,25.0,28.7695,1.0,0.4,1.6,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.110042,-97.219125"
180610008113094,'1.80 MI S  OF FM 1515',33.18108055555555,-97.17545,"33.181081, -97.175450",1969,0,No Risk,25.0,28.7695,1.0,0.4,1.6,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.181081,-97.175450"
180610008113095,'2.00 MI S  OF FM 1515',33.17838888888889,-97.1773388888889,"33.178389, -97.177339",1969,0,No Risk,25.0,28.7695,1.0,0.4,1.6,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.178389,-97.177339"
180610008113096,'2.00 MI S  OF FM 1515',33.17830555555555,-97.17713333333334,"33.178306, -97.177133",1969,0,No Risk,25.0,28.7695,1.0,0.4,1.6,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.178306,-97.177133"
180610008113097,'2.10 MI S  OF FM 1515',33.17613055555555,-97.17871111111111,"33.176131, -97.178711",1969,0,No Risk,25.0,28.7695,1.3333333333333333,0.4,1.6,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.176131,-97.178711"
180610008113098,'2.10 MI S OF FM 1515',33.17605833333333,-97.17849722222223,"33.176058, -97.178497",1969,0,No Risk,25.0,28.7695,1.3333333333333333,0.4,1.6,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.176058,-97.178497"
180610008113099,'2.90 MI S  OF IH 35E',33.17174444444444,-97.18126388888888,"33.171744, -97.181264",1969,0,No Risk,25.0,28.7695,2.0,0.4,1.6,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.171744,-97.181264"
180610008113100,'0.50 MI S  OF FM 2449',33.16557777777778,-97.18512222222222,"33.165578, -97.185122",1969,0,No Risk,25.0,28.7695,1.0,0.4,1.6,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.165578,-97.185122"
180610008113105,'3.20 MI S  OF FM 2449',33.13099166666667,-97.2074027777778,"33.130992, -97.207403",1969,0,No Risk,25.0,28.7695,2.0,0.4,1.6,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.130992,-97.207403"
180610008105016,'0.90 MI S OF LP 288',33.246002777777775,-97.11784166666666,"33.246003, -97.117842",1921,0,No Risk,25.0,28.7695,1.0,1.2,2.9714285714285715,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.246003,-97.117842"
180610008105145,'2.00 MI NE OF LP 288',33.28171666666667,-97.09250833333331,"33.281717, -97.092508",1972,0,No Risk,25.0,28.7695,2.0,0.4,1.5142857142857142,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.281717,-97.092508"
180610008105156,'2.20 MI NE OF LP 288',33.284616666666665,-97.08951111111112,"33.284617, -97.089511",1986,0,No Risk,25.0,28.7695,1.0,0.4,1.1142857142857143,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.284617,-97.089511"
180610008105157,'2.45 MI NE OF LP 288',33.28718333333333,-97.08632222222222,"33.287183, -97.086322",1986,0,No Risk,25.0,28.7695,1.0,0.4,1.1142857142857143,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.287183,-97.086322"
180610008105176,'2.70 MI NE OF LP 288',33.288783333333335,-97.08435,"33.288783, -97.084350",1992,0,No Risk,25.0,28.7695,1.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.288783,-97.084350"
180610008105177,'3.55 MI NE OF LP 288',33.29714722222222,-97.07398888888888,"33.297147, -97.073989",1992,0,No Risk,25.0,28.7695,1.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.297147,-97.073989"
180610008105182,'4.60 MI NE OF LP 288',33.30720833333333,-97.05987222222222,"33.307208, -97.059872",1992,0,No Risk,25.0,28.7695,1.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.307208,-97.059872"
180610008103040,'3.60 MI N  OF FM 407',33.14645,-97.17,"33.146450, -97.170000",1942,0,No Risk,25.0,28.7695,1.0,0.4,2.3714285714285714,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.146450,-97.170000"
180610008103041,'2.75 MI S OF IH 35E',33.1628,-97.1587027777778,"33.162800, -97.158703",1942,0,No Risk,25.0,28.7695,1.3333333333333333,0.4,2.3714285714285714,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.162800,-97.158703"
180610008103042,'2.55 MI S OF IH 35E',33.1649,-97.156275,"33.164900, -97.156275",1942,0,No Risk,25.0,28.7695,1.3333333333333333,0.4,2.3714285714285714,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.164900,-97.156275"
180610008103043,'2.30 MI S OF IH 35E',33.16806666666666,-97.15259444444445,"33.168067, -97.152594",1942,0,No Risk,25.0,28.7695,1.3333333333333333,0.4,2.3714285714285714,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.168067,-97.152594"
180610008113111,'2.69 MI N OF FM 1171',33.10049444444444,-97.22438333333334,"33.100494, -97.224383",1969,0,No Risk,25.0,28.7695,2.0,0.4,1.6,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.100494,-97.224383"
180610008103180,'1.70 MI N  OF SH 114',33.033741666666664,-97.21022222222224,"33.033742, -97.210222",1991,0,No Risk,25.0,28.7695,2.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.033742,-97.210222"
180610008103315,'0.70 MI S OF SH 114',33.0046,-97.2273111111111,"33.004600, -97.227311",2021,0,No Risk,25.0,28.7695,2.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.004600,-97.227311"
180610008103366,'0.02 MI N of Tarrant C/L',32.991350000000004,-97.23449444444444,"32.991350, -97.234494",1992,0,No Risk,25.0,28.7695,1.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.991350,-97.234494"
180570V00328002,'0.05 MI NE of Bridge St',32.98773611111111,-97.00528888888888,"32.987736, -97.005289",2015,0,No Risk,25.0,28.7695,1.0,1.2,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.987736,-97.005289"
180570Y00010001,'2.7 MI S OF BELTLINE RD',32.54828055555555,-96.87404166666666,"32.548281, -96.874042",1988,0,No Risk,28.0,32.22184,1.0,0.4,1.0571428571428572,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.548281,-96.874042"
180570Y00020001,'0.15 MI N  OF BEAR CRK RD',32.56288055555555,-96.8397111111111,"32.562881, -96.839711",1986,0,No Risk,28.0,32.22184,1.0,0.4,1.1142857142857143,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.562881,-96.839711"
180570Y00020002,'0.25 MI N  OF BEAR CRK RD',32.56450833333333,-96.83971388888888,"32.564508, -96.839714",1989,0,No Risk,28.0,32.22184,1.0,1.2,1.0285714285714285,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.564508,-96.839714"
180570Y00025002,'0.3 MI E OF COCKRELL HILL',32.560849999999995,-96.88637222222223,"32.560850, -96.886372",1950,0,No Risk,28.0,32.22184,1.0,0.4,2.142857142857143,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.560850,-96.886372"
180570Y00025003,'0.6 MI E OF COCKRELL HILL',32.560824999999994,-96.88066388888888,"32.560825, -96.880664",1950,0,No Risk,28.0,32.22184,1.0,0.4,2.142857142857143,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.560825,-96.880664"
180570Y01515001,'0.2 MI E of S Cockrell',32.56355,-96.88755833333336,"32.563550, -96.887558",2007,0,No Risk,28.0,32.22184,1.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.563550,-96.887558"
180610008103039,'2.10 MI N  OF FM 407',33.129044444444446,-97.18110555555556,"33.129044, -97.181106",1942,0,No Risk,25.0,28.7695,1.0,1.2,2.3714285714285714,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.129044,-97.181106"
180610008103051,'2.40 MI N  OF SH 114',33.04156944444444,-97.2082527777778,"33.041569, -97.208253",1952,0,No Risk,25.0,28.7695,1.3333333333333333,0.4,2.0857142857142854,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.041569,-97.208253"
180570E02905012,'0.6 MI W od US 75',32.940063888888886,-96.75650277777778,"32.940064, -96.756503",2019,0,No Risk,25.0,28.7695,2.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.940064,-96.756503"
180570E02905017,'0.10 Mi W of Greenville A',32.942841666666666,-96.7346388888889,"32.942842, -96.734639",2010,0,No Risk,25.0,28.7695,2.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.942842,-96.734639"
180570F01410001,'0.02 MI S  OF TURNER BLVD',32.754327777777775,-97.0156361111111,"32.754328, -97.015636",2006,0,No Risk,28.0,32.22184,1.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.754328,-97.015636"
180570E02420001,'0.04 Mi W of Nantucket Dr',32.96823888888889,-96.74136666666666,"32.968239, -96.741367",1986,0,No Risk,25.0,28.7695,1.0,0.4,1.1142857142857143,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.968239,-96.741367"
180570E02455001,'0.03 Mi W of Dublin Drive',32.94510833333333,-96.76388333333334,"32.945108, -96.763883",1975,0,No Risk,25.0,28.7695,1.0,0.4,1.4285714285714286,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.945108,-96.763883"
180570E02510001,'0.45 MI N OF BELTLINE RD',32.95764444444445,-96.75593333333332,"32.957644, -96.755933",1967,0,No Risk,25.0,28.7695,1.0,0.4,1.657142857142857,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.957644,-96.755933"
180570E02510002,'0.45 MI N OF BELTLINE RD',32.95767222222222,-96.75593333333332,"32.957672, -96.755933",1967,0,No Risk,25.0,28.7695,1.0,1.2,1.657142857142857,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.957672,-96.755933"
180570E02515001,'0.10 MI N OF CAMPBELL RD',32.97991388888889,-96.75623611111112,"32.979914, -96.756236",1970,0,No Risk,25.0,28.7695,1.0,0.4,1.5714285714285714,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.979914,-96.756236"
180570E02650001,'0.25 MI N OF BELT LINE RD',32.94904722222222,-96.6956,"32.949047, -96.695600",1970,0,No Risk,25.0,28.7695,1.0,0.4,1.5714285714285714,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.949047,-96.695600"
180570E02675001,'0.45 MI E OF WATERVIEW DR',32.96519722222222,-96.74804166666668,"32.965197, -96.748042",2017,0,No Risk,25.0,28.7695,1.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.965197,-96.748042"
180570KK0203001,'0.2 MI E OF IH 45',32.610794444444444,-96.68505555555556,"32.610794, -96.685056",1979,0,No Risk,25.0,28.7695,1.0,0.4,1.3142857142857145,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.610794,-96.685056"
180570E01975002,'0.05 MI E OF WEST SHORE',32.970777777777776,-96.74745555555556,"32.970778, -96.747456",2017,0,No Risk,25.0,28.7695,1.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.970778,-96.747456"
180570E02095001,'0.4 MI S OF ARAPHO RD',32.95688611111111,-96.74950833333334,"32.956886, -96.749508",1965,0,No Risk,25.0,28.7695,1.0,0.4,1.7142857142857144,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.956886,-96.749508"
180570E02120001,'0.04 Mi W of Waterview Dr',32.95916666666667,-96.7568111111111,"32.959167, -96.756811",1960,0,No Risk,25.0,28.7695,1.0,0.4,1.8571428571428568,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.959167,-96.756811"
180570E02240001,'0.02 MI W OF WATERVIEW PK',32.98118055555556,-96.75677222222222,"32.981181, -96.756772",1984,0,No Risk,25.0,28.7695,1.0,0.4,1.1714285714285717,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.981181,-96.756772"
180570E02295003,'0.15 Mi E of US 75',32.94615555555555,-96.73456666666668,"32.946156, -96.734567",2014,0,No Risk,25.0,28.7695,2.0,1.2,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.946156,-96.734567"
180570E02340002,'0.25 MI N OF BELT LINE RD',32.948816666666666,-96.69981666666666,"32.948817, -96.699817",1972,0,No Risk,25.0,28.7695,1.0,0.4,1.5142857142857142,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.948817,-96.699817"
180570E02340003,'0.1 Mi S of Arapaho Rd',32.959469444444444,-96.6998638888889,"32.959469, -96.699864",1974,0,No Risk,25.0,28.7695,1.0,0.4,1.457142857142857,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.959469,-96.699864"
180570E02395001,'0.05 MI S OF FALL CRK DR',32.97995277777778,-96.72162222222222,"32.979953, -96.721622",1960,0,No Risk,25.0,28.7695,1.0,0.4,1.8571428571428568,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.979953,-96.721622"
180570E01375012,'0.20 Mi N of Arapaho Rd',32.96298055555556,-96.72286944444444,"32.962981, -96.722869",2000,0,No Risk,25.0,28.7695,1.0,0.4,1.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.962981,-96.722869"
180570E01605001,'0.1 Mi NE of Collins Blvd',32.96953055555556,-96.7089388888889,"32.969531, -96.708939",1984,0,No Risk,25.0,28.7695,1.0,0.4,1.1714285714285717,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.969531,-96.708939"
180570E01640001,'0.25 Mi NE of Alma Road',32.971069444444446,-96.71264722222224,"32.971069, -96.712647",1979,0,No Risk,25.0,28.7695,1.0,0.4,1.3142857142857145,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.971069,-96.712647"
180570E02735002,'0.04 MI N OF APOLLO RD',32.95373055555556,-96.69125833333334,"32.953731, -96.691258",1973,0,No Risk,25.0,28.7695,1.0,1.2,1.4857142857142858,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.953731,-96.691258"
180570E00810001,'0.65 Mi NE of Campbell Rd',32.98318055555556,-96.72990833333334,"32.983181, -96.729908",1962,0,No Risk,25.0,28.7695,1.0,0.4,1.8,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.983181,-96.729908"
